iter	Logloss
188	0.4559354271
189	0.4557597995
190	0.4555675705
191	0.4554218279
192	0.4552441187
193	0.4551671267
194	0.4550018394
195	0.454834306
196	0.4547072857
197	0.4546004886
198	0.4544659388
199	0.4543654418
200	0.4542721776
201	0.4541501367
202	0.4540194328
203	0.4538505562
204	0.4537404467
205	0.4536216635
206	0.4534965973
207	0.4533477838
208	0.4532818432
209	0.453136077
210	0.452994619
211	0.4528575474
212	0.452738934
213	0.4526083401
214	0.4525246626
215	0.452395485
216	0.4521742306
217	0.4520608725
218	0.4519069948
219	0.4518666844
220	0.4517567462
221	0.4516956567
222	0.4515936391
223	0.4515112788
224	0.451496365
225	0.4513878161
226	0.4512252608
227	0.4511006164
228	0.4509891737
229	0.450915068
230	0.4507571378
231	0.4506265588
232	0.4505557194
233	0.4504886552
234	0.4503985559
235	0.4503297267
236	0.4501496438
237	0.4499957673
238	0.4498434702
239	0.4497142452
240	0.4497040754
241	0.4495514695
242	0.4494821305
243	0.4493664897
244	0.4492172293
245	0.4490993796
246	0.4490199168
247	0.4488702381
248	0.4487802522
249	0.4486172639
250	0.448474665
251	0.4483753564
252	0.448184927
253	0.4481353013
254	0.4480227078
255	0.4478074942
256	0.4476634508
257	0.4475509502
258	0.4474768631
259	0.4473832125
260	0.4472886081
261	0.4471943665
262	0.4471251743
263	0.4469244076
264	0.4468288682
265	0.4467476476
266	0.4466562935
267	0.4465481618
268	0.4464865971
269	0.4464060946
270	0.4462589798
271	0.4461501364
272	0.4460302716
273	0.4458958821
274	0.4457673365
275	0.4456969072
276	0.445554309
277	0.445412292
278	0.4453741816
279	0.4452869057
280	0.4452471429
281	0.4451172121
282	0.444937735
283	0.4448299012
284	0.4447502383
285	0.4446413257
286	0.4445541347
287	0.4445002434
288	0.444387575
289	0.4443190935
290	0.4442339276
291	0.4441606174
292	0.4440955724
293	0.4439838505
294	0.4438619656
295	0.4437202776
296	0.4436497704
297	0.4434992289
298	0.4433532792
299	0.4432217263
300	0.4430770317
301	0.4430399583
302	0.4429094614
303	0.4428273216
304	0.4427863129
305	0.4426731828
306	0.4425667975
307	0.4424929081
308	0.4423850563
309	0.4422590366
310	0.4421364051
311	0.4420626382
312	0.4420207463
313	0.4419163137
314	0.4417397443
315	0.4415652531
316	0.441465247
317	0.4413018845
318	0.4411854223
319	0.4411017978
320	0.4409308353
321	0.4408245426
322	0.4407407279
323	0.4406560893
324	0.4405636434
325	0.4404570138
326	0.4402364829
327	0.4401335894
328	0.4400191671
329	0.4398790873
330	0.4397509804
331	0.4395467197
332	0.4394154969
333	0.4392811953
334	0.4391827238
335	0.439116396
336	0.4390554295
337	0.438906211
338	0.4387624824
339	0.4386670945
340	0.4385709287
341	0.4385072743
342	0.4384143256
343	0.4383272049
344	0.4382158886
345	0.4381092086
346	0.4379551651
347	0.4378877869
348	0.4377940793
349	0.4377051345
350	0.4376134443
351	0.4374584809
352	0.4373406765
353	0.4371962815
354	0.4370802575
355	0.4369386478
356	0.4367312923
357	0.4366339483
358	0.4364618526
359	0.4363857598
360	0.4362633201
361	0.436127763
362	0.436059616
363	0.4358897306
364	0.435733799
365	0.4356420835
366	0.4355905584
367	0.4354729016
368	0.435346875
369	0.4352124328
370	0.4350034118
371	0.4349445931
372	0.4348472042
373	0.4347893692
374	0.434612307
375	0.4345208048
376	0.4343614231
377	0.4342045355
378	0.4339972329
379	0.4338827037
380	0.4337921311
381	0.4336580922
382	0.4335665717
383	0.4334289467
384	0.4332546831
385	0.4330885369
386	0.4329446241
387	0.4328816913
388	0.4327160737
389	0.4325348581
390	0.4324494374
391	0.4323660983
392	0.4322490836
393	0.4321510661
394	0.4320263921
395	0.4319118086
396	0.4318355109
397	0.4317401743
398	0.4316519281
399	0.4315714425
400	0.431475468
401	0.431389632
402	0.431267164
403	0.431122277
404	0.4309817104
405	0.4308790417
406	0.4307583563
407	0.4306167685
408	0.430450996
409	0.4303383224
410	0.430223702
411	0.430065227
412	0.4299621685
413	0.4297742618
414	0.429651332
415	0.4295360075
416	0.4294487214
417	0.4293291581
418	0.4291897987
419	0.4290294432
420	0.4289204723
421	0.428777452
422	0.4286868263
423	0.428601932
424	0.4284658185
425	0.4283882499
426	0.4282150141
427	0.428124881
428	0.4280032387
429	0.4278676261
430	0.4277327022
431	0.4276392996
432	0.4275205457
433	0.427359576
434	0.4272581528
435	0.4271038378
436	0.4269965611
437	0.4267936581
438	0.4266678547
439	0.4265633181
440	0.4264387713
441	0.426325703
442	0.4262126364
443	0.4261199187
444	0.4260105731
445	0.425857824
446	0.4257592307
447	0.4256628081
448	0.4255746331
449	0.4254710009
450	0.4253534422
451	0.4252031815
452	0.4250958777
453	0.4249915144
454	0.4248845094
455	0.4247869994
456	0.424670294
457	0.4245578386
458	0.4244615558
459	0.4242894838
460	0.424184226
461	0.4240590711
462	0.423997107
463	0.4239015474
464	0.4237535293
465	0.4235938138
466	0.4234722565
467	0.4233522955
468	0.4231988138
469	0.4230249043
470	0.4229398761
471	0.4228182289
472	0.4226936485
473	0.4225930191
474	0.4224752023
475	0.4223735445
476	0.4222297791
477	0.4220990682
478	0.4219728529
479	0.421827938
480	0.4217452737
481	0.4216325884
482	0.4215367539
483	0.421379093
484	0.4212784861
485	0.4211956077
486	0.4210825145
487	0.4209479297
488	0.4207956223
489	0.4206695789
490	0.4205644638
491	0.4204240115
492	0.4202377347
493	0.4201009547
494	0.4200154665
495	0.4199418279
496	0.4198657673
497	0.4197560245
498	0.4196477244
499	0.4194958811
