iter	Logloss
241	0.4399343439
242	0.4398347874
243	0.4396709281
244	0.4395096568
245	0.4393249947
246	0.4390953995
247	0.4388103917
248	0.4385910739
249	0.438463935
250	0.4382488877
251	0.4380573906
252	0.4379194433
253	0.4377597183
254	0.4375488692
255	0.4373372569
256	0.4371652527
257	0.4369676989
258	0.4367912589
259	0.4365587782
260	0.4363248194
261	0.4361245254
262	0.4359271718
263	0.4357731069
264	0.4355960057
265	0.4353553319
266	0.4352307896
267	0.4350453401
268	0.4348197388
269	0.434516402
270	0.434255405
271	0.4340926084
272	0.4339541173
273	0.4338153439
274	0.4335388728
275	0.4332186429
276	0.4329803153
277	0.432600179
278	0.432401037
279	0.4322175829
280	0.4320350555
281	0.4317502547
282	0.4313714927
283	0.4311679951
284	0.4309005644
285	0.4306577875
286	0.4303016657
287	0.4300320944
288	0.4297221726
289	0.4294345067
290	0.429026606
291	0.4287946514
292	0.4285223795
293	0.4283047769
294	0.4277710264
295	0.4274595308
296	0.4271961722
297	0.4264949855
298	0.4261898536
299	0.4259670929
300	0.4254528785
301	0.4251523011
302	0.4248956853
303	0.4243496366
304	0.4240641757
305	0.4236921737
306	0.4232928533
307	0.4229176026
308	0.4225367702
309	0.4222594442
310	0.4218598255
311	0.4216915246
312	0.4211926949
313	0.4208106333
314	0.4206071254
315	0.4203058705
316	0.4200854775
317	0.4193404822
318	0.4191929596
319	0.4190281778
320	0.41865666
321	0.4180660394
322	0.4179153456
323	0.4177160923
324	0.4175674269
325	0.4173808287
326	0.4170008509
327	0.4168125363
328	0.4166949996
329	0.4164246057
330	0.4162661431
331	0.4159384782
332	0.4157293736
333	0.4154862638
334	0.415349898
335	0.4151621856
336	0.4149501547
337	0.4147717483
338	0.414583321
339	0.4144625417
340	0.4142557829
341	0.4139402362
342	0.4135883795
343	0.4129844408
344	0.4125987087
345	0.4121745112
346	0.4120596164
347	0.4113344522
348	0.4112368463
349	0.4107386177
350	0.4105909814
351	0.4104760485
352	0.4103440243
353	0.4101701653
354	0.409801631
355	0.4097016425
356	0.4096184343
357	0.4094546732
358	0.4091813866
359	0.4090968794
360	0.4089437818
361	0.4086580332
362	0.4085746923
363	0.4084484758
364	0.4083542031
365	0.4079247132
366	0.4077973465
367	0.4077399788
368	0.4075626739
369	0.4073277715
370	0.4071945944
371	0.4070716345
372	0.4068547121
373	0.4067761545
374	0.4063987637
375	0.4060300228
376	0.4059317148
377	0.4054183428
378	0.4050631773
379	0.4048093559
380	0.4044941736
381	0.4038150462
382	0.4036699398
383	0.4035663394
384	0.4029467258
385	0.4028771668
386	0.402521338
387	0.402451839
388	0.4022863974
389	0.40207774
390	0.4019383114
391	0.4017851828
392	0.4016754993
393	0.4015758243
394	0.4012928324
395	0.4011316104
396	0.4009681554
