iter	Passed	Remaining
175	2144	12474
176	2154	12454
177	2165	12434
178	2176	12414
179	2188	12400
180	2200	12388
181	2213	12382
182	2224	12360
183	2235	12343
184	2247	12328
185	2259	12316
186	2270	12299
187	2282	12285
188	2294	12276
189	2306	12262
190	2317	12244
191	2327	12221
192	2339	12207
193	2352	12196
194	2363	12180
195	2373	12159
196	2383	12133
197	2394	12117
198	2406	12106
199	2417	12085
200	2428	12069
201	2440	12055
202	2451	12041
203	2462	12021
204	2471	11994
205	2480	11969
206	2490	11944
207	2500	11926
208	2510	11905
209	2520	11882
210	2532	11871
211	2544	11857
212	2556	11844
213	2566	11827
214	2578	11811
215	2589	11796
216	2600	11781
217	2613	11771
218	2625	11761
219	2637	11747
220	2648	11733
221	2660	11720
222	2672	11708
223	2684	11695
224	2694	11674
225	2705	11659
226	2718	11652
227	2730	11640
228	2742	11630
229	2755	11619
230	2767	11607
231	2779	11597
232	2791	11585
233	2801	11565
234	2812	11550
235	2824	11537
236	2835	11520
237	2846	11506
238	2858	11493
239	2869	11478
240	2880	11463
241	2891	11448
242	2902	11429
243	2913	11414
244	2922	11392
245	2934	11378
246	2945	11363
247	2956	11349
248	2966	11328
249	2976	11312
250	2987	11297
251	2997	11277
252	3007	11256
253	3018	11240
254	3028	11223
255	3039	11209
256	3050	11191
257	3061	11176
258	3071	11159
259	3082	11144
260	3093	11128
261	3104	11114
262	3115	11099
263	3125	11082
264	3138	11072
265	3149	11060
266	3159	11039
267	3170	11024
268	3180	11008
269	3191	10993
270	3203	10981
271	3213	10963
272	3222	10943
273	3232	10923
274	3244	10912
275	3256	10901
276	3267	10886
277	3277	10871
278	3289	10857
279	3300	10843
280	3310	10827
281	3323	10820
282	3337	10813
283	3349	10804
284	3363	10798
285	3374	10785
286	3387	10775
287	3399	10766
288	3411	10753
289	3422	10740
290	3436	10734
291	3447	10719
292	3459	10709
293	3471	10697
294	3484	10691
295	3496	10678
296	3508	10668
297	3523	10664
298	3534	10651
299	3545	10637
300	3559	10629
301	3570	10618
302	3582	10604
303	3595	10596
304	3607	10584
305	3618	10571
306	3630	10561
307	3642	10548
308	3653	10535
309	3665	10523
310	3676	10510
311	3686	10493
312	3698	10480
313	3709	10466
314	3719	10450
315	3730	10435
316	3739	10416
317	3752	10406
318	3761	10388
319	3771	10372
320	3782	10358
321	3794	10347
322	3806	10334
323	3817	10321
324	3829	10309
325	3840	10296
326	3853	10288
327	3866	10277
328	3876	10261
329	3887	10248
330	3898	10234
331	3909	10219
332	3920	10206
333	3931	10193
334	3942	10178
335	3953	10166
336	3963	10148
337	3973	10134
338	3984	10120
339	3995	10105
340	4006	10091
341	4018	10081
342	4030	10070
343	4043	10062
344	4054	10047
345	4066	10036
346	4075	10017
347	4088	10009
348	4098	9992
349	4109	9981
350	4119	9965
351	4129	9948
352	4138	9930
353	4150	9918
354	4161	9906
355	4170	9887
356	4180	9871
357	4190	9854
358	4200	9840
359	4210	9824
360	4219	9806
361	4229	9791
362	4237	9771
363	4246	9753
364	4256	9737
365	4267	9723
366	4276	9705
367	4284	9687
368	4294	9671
369	4303	9654
370	4312	9637
371	4322	9620
372	4332	9605
373	4340	9586
374	4351	9572
375	4361	9558
376	4370	9540
377	4382	9529
378	4392	9515
379	4403	9501
380	4414	9489
381	4428	9483
382	4439	9469
383	4449	9454
384	4463	9449
385	4474	9436
386	4487	9426
387	4497	9411
388	4508	9399
389	4519	9387
390	4531	9376
391	4542	9362
392	4551	9347
393	4561	9330
394	4572	9318
395	4582	9304
396	4594	9292
