iter	Passed	Remaining
231	2577	10754
232	2587	10740
233	2598	10726
234	2607	10708
235	2617	10692
236	2628	10681
237	2640	10673
238	2651	10661
239	2662	10649
240	2674	10641
241	2687	10639
242	2699	10629
243	2710	10618
244	2721	10606
245	2730	10589
246	2742	10581
247	2754	10571
248	2763	10554
249	2773	10537
250	2784	10528
251	2795	10516
252	2807	10508
253	2816	10491
254	2827	10477
255	2839	10470
256	2850	10458
257	2861	10447
258	2872	10435
259	2883	10424
260	2894	10413
261	2906	10403
262	2916	10392
263	2926	10374
264	2938	10366
265	2948	10354
266	2959	10340
267	2971	10332
268	2983	10325
269	2994	10315
270	3006	10304
271	3017	10295
272	3029	10286
273	3039	10272
274	3050	10260
275	3061	10249
276	3071	10235
277	3081	10220
278	3092	10207
279	3104	10201
280	3115	10187
281	3125	10174
282	3136	10162
283	3146	10150
284	3158	10140
285	3168	10127
286	3178	10112
287	3190	10101
288	3201	10090
289	3211	10076
290	3219	10057
291	3230	10046
292	3243	10040
293	3253	10025
294	3265	10017
295	3275	10005
296	3286	9992
297	3298	9983
298	3309	9973
299	3321	9965
300	3332	9952
301	3342	9939
302	3352	9924
303	3363	9914
304	3373	9899
305	3383	9885
306	3393	9869
307	3402	9855
308	3412	9838
309	3422	9825
310	3432	9812
311	3443	9799
312	3454	9789
313	3464	9776
314	3473	9760
315	3484	9749
316	3496	9738
317	3505	9722
318	3516	9710
319	3528	9704
320	3539	9692
321	3552	9686
322	3564	9676
323	3576	9668
324	3589	9663
325	3600	9653
326	3612	9645
327	3624	9636
328	3636	9627
329	3647	9616
330	3660	9611
331	3671	9600
332	3683	9590
333	3692	9575
334	3702	9561
335	3713	9547
336	3721	9530
337	3730	9514
338	3742	9505
339	3752	9492
340	3764	9482
341	3774	9470
342	3786	9459
343	3796	9447
344	3808	9437
345	3817	9421
346	3828	9411
347	3840	9401
348	3849	9386
349	3857	9368
350	3868	9357
351	3878	9343
352	3889	9331
353	3898	9316
354	3908	9302
355	3918	9289
356	3929	9279
357	3938	9264
358	3949	9251
359	3959	9238
360	3968	9222
361	3979	9211
362	3990	9202
363	4001	9190
364	4012	9179
365	4023	9169
366	4033	9154
367	4043	9142
368	4053	9128
369	4064	9117
370	4075	9105
371	4083	9090
372	4095	9080
373	4104	9066
374	4117	9057
375	4126	9043
376	4137	9033
377	4147	9018
378	4157	9006
379	4166	8991
380	4176	8978
381	4187	8967
382	4198	8955
383	4208	8943
384	4218	8929
385	4227	8915
386	4237	8901
387	4247	8888
388	4255	8871
389	4264	8857
