iter	Logloss
269	0.431782001
270	0.431382747
271	0.4310983563
272	0.4307775508
273	0.4305483127
274	0.4302207539
275	0.4299619255
276	0.4297356228
277	0.4295475487
278	0.4293944754
279	0.4290552861
280	0.4287412335
281	0.4284963147
282	0.4282769299
283	0.4279483608
284	0.4275574003
285	0.4273081933
286	0.4270267115
287	0.4267128536
288	0.4264753276
289	0.4262261689
290	0.4260780937
291	0.4257675563
292	0.4253563362
293	0.4251162441
294	0.4246166156
295	0.4243718111
296	0.4240369861
297	0.4236107476
298	0.4233126654
299	0.4228693228
300	0.4226590227
301	0.4224511589
302	0.4222624128
303	0.4219109867
304	0.421738269
305	0.4215597134
306	0.4211952237
307	0.4209665579
308	0.4207734913
309	0.4204547153
310	0.4201867136
311	0.4199175233
312	0.4195526028
313	0.4193191031
314	0.4191343494
315	0.4187119616
316	0.4182212296
317	0.4181025185
318	0.4178086118
319	0.4175119052
320	0.4172405958
321	0.41685161
322	0.4165582204
323	0.4163703325
324	0.4157743405
325	0.4156091328
326	0.41531896
327	0.4151056507
328	0.4147887678
329	0.4146386754
330	0.4141268604
331	0.4139245119
332	0.4136850609
333	0.4135598424
334	0.41338026
335	0.4132057589
336	0.413019803
337	0.4128932213
338	0.4126296299
339	0.41232617
340	0.4118553264
341	0.4116153784
342	0.4112078736
343	0.4109614801
344	0.4105494359
345	0.4103853792
346	0.4101432685
347	0.4098507546
348	0.409592323
349	0.4094903353
350	0.4091706445
351	0.4090221499
352	0.4087539923
353	0.4086016948
354	0.4083917455
355	0.4080450016
356	0.4076989972
357	0.4075017595
358	0.4072237605
359	0.4069076159
360	0.4067889362
361	0.4064684602
362	0.4060911384
363	0.4058323417
364	0.4056444304
365	0.4053088003
366	0.405092428
367	0.4049137434
368	0.4048290532
369	0.4045910969
370	0.4044764294
371	0.4043773056
372	0.404029526
373	0.4038682606
374	0.4033914518
375	0.4032683136
376	0.403002712
377	0.4028151907
378	0.4026574343
379	0.4025979328
380	0.4023844869
381	0.402301663
382	0.4022039008
383	0.4020992389
384	0.401941261
385	0.4018633701
386	0.4017435244
387	0.4016727783
388	0.4016032783
389	0.4015175173
