iter	Passed	Remaining
277	3131	10384
278	3141	10369
279	3150	10351
280	3162	10344
281	3173	10331
282	3185	10321
283	3196	10308
284	3205	10290
285	3217	10281
286	3226	10264
287	3238	10256
288	3250	10246
289	3261	10233
290	3273	10224
291	3283	10210
292	3295	10202
293	3305	10185
294	3317	10177
295	3328	10164
296	3340	10155
297	3349	10138
298	3360	10125
299	3370	10111
300	3380	10095
301	3391	10085
302	3402	10071
303	3411	10055
304	3421	10040
305	3432	10027
306	3441	10009
307	3451	9996
308	3463	9988
309	3474	9975
310	3486	9965
311	3496	9950
312	3505	9935
313	3516	9921
314	3526	9908
315	3536	9894
316	3548	9883
317	3556	9864
318	3567	9853
319	3581	9849
320	3594	9843
321	3606	9834
322	3619	9827
323	3631	9817
324	3644	9812
325	3657	9804
326	3670	9798
327	3682	9790
328	3695	9782
329	3706	9772
330	3719	9765
331	3731	9756
332	3743	9745
333	3755	9736
334	3765	9722
335	3777	9713
336	3787	9699
337	3797	9685
338	3811	9679
339	3822	9668
340	3834	9658
341	3846	9649
342	3858	9640
343	3870	9631
344	3883	9624
345	3897	9620
346	3910	9611
347	3920	9598
348	3931	9586
349	3942	9575
350	3956	9570
351	3969	9561
352	3981	9552
353	3991	9539
354	4003	9529
355	4015	9519
356	4025	9504
357	4035	9490
358	4046	9479
359	4058	9469
360	4068	9456
361	4079	9443
362	4090	9431
363	4101	9420
364	4113	9410
365	4127	9404
366	4138	9393
367	4151	9386
368	4161	9371
369	4172	9360
370	4182	9345
371	4193	9334
372	4203	9320
373	4213	9306
374	4223	9291
375	4235	9282
376	4244	9265
377	4255	9253
