iter	Logloss
251	0.4420959957
252	0.441959998
253	0.4417070641
254	0.4415076612
255	0.4413273698
256	0.441160475
257	0.4409475169
258	0.440735456
259	0.4404782495
260	0.4401880707
261	0.4399919712
262	0.4398488608
263	0.4396853613
264	0.4395091232
265	0.4392401991
266	0.4389636755
267	0.4388598207
268	0.4387696802
269	0.4385986412
270	0.438475257
271	0.4383478817
272	0.4379757904
273	0.4377653302
274	0.4373527908
275	0.4371959574
276	0.4369075184
277	0.4366900251
278	0.4365303799
279	0.4363905871
280	0.4358853032
281	0.4355938089
282	0.4353776843
283	0.4352421605
284	0.4350756818
285	0.4345405971
286	0.4343100937
287	0.4339114638
288	0.4335363069
289	0.4332088401
290	0.4328226074
291	0.4324794461
292	0.4321905667
293	0.4318412588
294	0.4313962622
295	0.4311429726
296	0.4306825146
297	0.4304299058
298	0.4302196775
299	0.4299626862
300	0.4297179048
301	0.42931707
302	0.4291513333
303	0.4289320744
304	0.4286681795
305	0.4283785294
306	0.4282092608
307	0.4279767005
308	0.427509689
309	0.4272287407
310	0.4268617736
311	0.4265924981
312	0.4264039895
313	0.4261272853
314	0.4258086511
315	0.4255586831
316	0.4252054257
317	0.4251101626
318	0.4245774056
319	0.424106239
320	0.4237556749
321	0.4235999742
322	0.42337437
323	0.4232012016
324	0.4228383554
325	0.4226035513
326	0.422299469
327	0.4220338251
328	0.4218182324
329	0.4214622696
330	0.4210409406
331	0.4205792397
332	0.420227183
333	0.4198030239
334	0.4195703529
335	0.4190992495
336	0.4189321259
337	0.4187994343
338	0.418122844
339	0.4179422104
340	0.4177501253
341	0.4176547615
342	0.4175695278
343	0.4173849205
344	0.4172100243
345	0.4169135495
346	0.4166325192
347	0.4165178141
348	0.4164156705
349	0.4162714688
350	0.415830076
351	0.4155746636
352	0.4152936654
353	0.4151605504
354	0.4150168557
355	0.4146666631
356	0.4145498937
357	0.4143963257
358	0.4140639445
359	0.4138129528
360	0.4136667
361	0.4135487124
362	0.4134038166
363	0.4131436531
364	0.4128049799
365	0.4122721418
366	0.4121111174
367	0.4116515983
368	0.4115584333
369	0.4112962158
370	0.4112186071
371	0.4110113038
372	0.4108895455
373	0.4108231263
374	0.4107663914
375	0.4104150165
376	0.4102811177
377	0.4101662424
