iter	Logloss
173	0.4524536966
174	0.4522596773
175	0.4521478767
176	0.4520248235
177	0.4518889031
178	0.4517259295
179	0.4514465082
180	0.4513797335
181	0.4511289131
182	0.4509892293
183	0.4507406287
184	0.4506082815
185	0.4504093809
186	0.4502401205
187	0.4500436112
188	0.44982655
189	0.4497180104
190	0.44962042
191	0.4494121263
192	0.4492809714
193	0.4490879544
194	0.4489367476
195	0.4488454751
196	0.4485997667
197	0.4484112075
198	0.4482767449
199	0.4480607478
200	0.4478436136
201	0.447651034
202	0.4475610025
203	0.4473398016
204	0.4472620277
205	0.4470898281
206	0.4468730253
207	0.446645181
208	0.4465775986
209	0.4464691485
210	0.4463783327
211	0.4462559691
212	0.4461565192
213	0.4460059238
214	0.4458465767
215	0.4457468923
216	0.4455203766
217	0.4453266742
218	0.4451193355
219	0.4449332887
220	0.4446790341
221	0.4445237844
222	0.4443255185
223	0.444118764
224	0.4439648939
225	0.443799441
226	0.4435847916
227	0.4433740203
228	0.4432864995
229	0.4431644274
230	0.4430102495
231	0.4428340269
232	0.4426416292
233	0.4424253973
234	0.4422981858
235	0.4420981253
236	0.4418859544
237	0.4416986523
238	0.4415922704
239	0.4413932331
240	0.4412632596
241	0.4411085759
242	0.4409546364
243	0.440757697
244	0.4406671526
245	0.4404765982
246	0.4402671348
247	0.4400498394
248	0.4398759861
249	0.4396607635
250	0.4394778541
251	0.4392710731
252	0.4390177627
253	0.4388129441
254	0.4386524631
255	0.4384200349
256	0.4381772338
257	0.4379638485
258	0.4377185395
259	0.4374589796
260	0.4373193713
261	0.4371441237
262	0.4368124745
263	0.4366059925
264	0.4364491205
265	0.4362187289
266	0.4360133158
267	0.4359138905
268	0.4356368694
269	0.4355322816
270	0.4353521358
271	0.4351233766
272	0.4347009411
273	0.4344363739
274	0.4341327477
275	0.4339608997
276	0.4336582592
277	0.4333371782
278	0.4330423437
279	0.4324837586
280	0.4321989917
281	0.431903561
282	0.4315181751
283	0.431096161
284	0.4307003517
285	0.4303057259
286	0.4299950738
287	0.4295586084
288	0.4290600868
289	0.4287645567
290	0.4283839902
291	0.4280192459
292	0.4276675392
293	0.4275218062
294	0.4271356359
295	0.4269034466
296	0.4266281112
297	0.4263081187
298	0.4260673829
299	0.4255613005
300	0.4252574489
301	0.4250070447
302	0.4245276256
303	0.4242208609
304	0.4238238204
305	0.4234702182
306	0.4230765917
307	0.4227662485
308	0.4223543841
309	0.4221283214
310	0.4218277408
311	0.4216243394
312	0.4213451737
313	0.4211029068
314	0.4208837713
315	0.4202583107
316	0.4198701723
317	0.4196086029
318	0.4193218899
319	0.4189845737
320	0.4185118681
321	0.4182484707
322	0.4180763965
323	0.4176894321
