iter	Passed	Remaining
218	2477	11096
219	2488	11083
220	2498	11067
221	2509	11053
222	2517	11030
223	2527	11010
224	2537	10997
225	2547	10979
226	2557	10962
227	2567	10946
228	2577	10929
229	2588	10916
230	2598	10900
231	2609	10887
232	2619	10870
233	2630	10860
234	2641	10847
235	2652	10833
236	2660	10811
237	2670	10793
238	2679	10775
239	2690	10761
240	2699	10743
241	2708	10723
242	2719	10709
243	2729	10694
244	2740	10682
245	2751	10671
246	2763	10660
247	2773	10645
248	2784	10633
249	2794	10618
250	2806	10610
251	2816	10595
252	2827	10585
253	2839	10574
254	2850	10565
255	2862	10554
256	2874	10545
257	2885	10534
258	2897	10525
259	2909	10518
260	2919	10502
261	2930	10490
262	2941	10481
263	2950	10462
264	2961	10449
265	2971	10432
266	2980	10416
267	2990	10401
268	3001	10389
269	3011	10372
270	3021	10356
271	3031	10343
272	3041	10328
273	3053	10318
274	3062	10300
275	3070	10281
276	3080	10265
277	3091	10252
278	3101	10238
279	3111	10223
280	3122	10211
281	3131	10192
282	3141	10179
283	3150	10161
284	3160	10148
285	3170	10133
286	3179	10114
287	3189	10098
288	3199	10085
289	3208	10067
290	3218	10053
291	3229	10042
292	3241	10033
293	3252	10022
294	3261	10006
295	3269	9984
296	3280	9973
297	3290	9961
298	3300	9945
299	3310	9931
300	3322	9922
301	3332	9907
302	3340	9888
303	3350	9875
304	3361	9863
305	3372	9851
306	3381	9837
307	3391	9822
308	3401	9807
309	3409	9789
310	3420	9778
311	3430	9763
312	3440	9748
313	3451	9737
314	3462	9727
315	3473	9717
316	3487	9713
317	3498	9702
318	3509	9692
319	3520	9680
320	3529	9664
321	3539	9650
322	3550	9639
323	3560	9625
324	3570	9612
325	3579	9595
326	3588	9579
327	3597	9565
328	3607	9551
329	3620	9546
330	3632	9537
331	3644	9527
332	3655	9517
333	3666	9506
334	3675	9491
335	3685	9477
336	3695	9464
337	3705	9451
338	3715	9437
339	3727	9428
340	3738	9417
341	3748	9404
342	3757	9389
343	3766	9373
344	3776	9358
345	3785	9344
346	3797	9334
347	3807	9321
348	3818	9311
349	3832	9306
350	3844	9298
351	3855	9287
352	3865	9275
353	3876	9264
354	3887	9252
355	3898	9243
356	3908	9228
357	3918	9215
358	3929	9205
359	3940	9193
360	3952	9186
361	3964	9177
362	3977	9170
363	3988	9161
364	3999	9149
365	4010	9139
366	4022	9129
367	4034	9120
368	4046	9111
369	4056	9099
370	4065	9084
