iter	Logloss
261	0.436446619
262	0.4362353515
263	0.4361300445
264	0.4359002874
265	0.435634549
266	0.4354615334
267	0.4353956508
268	0.4351462117
269	0.4349375479
270	0.434809861
271	0.4345090652
272	0.4343130697
273	0.4340029774
274	0.4337636692
275	0.4335766568
276	0.4333631888
277	0.4331507785
278	0.4328794243
279	0.4326146862
280	0.4323608104
281	0.4322063902
282	0.4318960818
283	0.4316655179
284	0.4313534298
285	0.4310972403
286	0.4308697073
287	0.4306648695
288	0.4302923654
289	0.4300690094
290	0.4298267235
291	0.4293640891
292	0.4290468148
293	0.4287568312
294	0.4285888278
295	0.4285009132
296	0.428154208
297	0.4277744834
298	0.4275546634
299	0.4272398024
300	0.4267836953
301	0.4264898535
302	0.4262075297
303	0.4258196251
304	0.4253758575
305	0.4248977142
306	0.4245378152
307	0.4242566123
308	0.4240411371
309	0.4238590387
310	0.4233609694
311	0.4232038323
312	0.4230149813
313	0.4228791461
314	0.4224999636
315	0.4221819551
316	0.4216903334
317	0.4213685527
318	0.4210291464
319	0.4206008317
320	0.4202333182
321	0.4200509953
322	0.4196355715
323	0.4193078731
324	0.4190416424
325	0.4188533353
326	0.4187090889
327	0.418491557
328	0.4182295686
329	0.4178603484
330	0.4174198707
331	0.416929345
332	0.4165483233
333	0.4160592391
334	0.4157985146
335	0.4155571709
336	0.4153437571
337	0.4150493502
338	0.4148327109
339	0.4142617837
340	0.4138500427
341	0.4136566444
342	0.4134543109
343	0.4133128435
344	0.4131479435
345	0.4129751247
346	0.4127124301
347	0.4126099909
348	0.4123817633
349	0.4119979841
350	0.4113849612
351	0.4112238737
352	0.4110510413
353	0.4107469983
354	0.4106301798
355	0.4102143596
356	0.4100989025
357	0.4099928593
358	0.4098351265
359	0.4096525583
360	0.4094162574
361	0.4091040877
362	0.4086867017
363	0.4082408501
364	0.4081117487
365	0.4078978581
366	0.4077019101
367	0.4072493219
368	0.4070552655
369	0.4069707763
370	0.4068793064
